,Location,CompIndex,CompBenchmark,CompYoYChange,Date,District
3041,Toronto C12,176,1504000,7.54,2015-12-01,North York
3042,Toronto C12,184,1577700,13.43,2016-01-01,North York
3043,Toronto C12,177.5,1521200,7.84,2016-02-01,North York
3044,Toronto C12,182,1559700,10.84,2016-03-01,North York
3045,Toronto C12,186.4,1597400,12.7,2016-04-01,North York
3046,Toronto C12,196.3,1682300,16.64,2016-05-01,North York
3047,Toronto C12,197.7,1694300,16.23,2016-06-01,North York
3048,Toronto C12,199.2,1707200,17.8,2016-07-01,North York
3049,Toronto C12,197.3,1690900,16.54,2016-08-01,North York
3050,Toronto C12,198.4,1700300,17.54,2016-09-01,North York
3051,Toronto C12,200.8,1720900,16.07,2016-10-01,North York
3052,Toronto C12,206.8,1772300,18.17,2016-11-01,North York
3053,Toronto C12,211.7,1814300,20.63,2016-12-01,North York
3054,Toronto C12,215.7,1829300,24.18,2017-01-01,North York
3055,Toronto C12,222.7,1888700,25.18,2017-02-01,North York
3056,Toronto C12,234.9,1992100,28.71,2017-03-01,North York
3057,Toronto C12,248.6,2108300,32.87,2017-04-01,North York
3058,Toronto C12,248.8,2110000,25.85,2017-05-01,North York
3059,Toronto C12,235.2,2006700,20.86,2017-06-01,North York
3060,Toronto C12,228.3,1947800,16.96,2017-07-01,North York
3061,Toronto C12,218.4,1863300,13.57,2017-08-01,North York
3062,Toronto C12,215.9,1842000,11.98,2017-09-01,North York
3063,Toronto C12,215.4,1837700,10.12,2017-10-01,North York
3064,Toronto C12,211.9,1807900,5.53,2017-11-01,North York
3065,Toronto C12,216.2,1844600,5.98,2017-12-01,North York
3066,Toronto C12,216.9,1850500,5.19,2018-01-01,North York
3067,Toronto C12,219.1,1869300,3.4,2018-02-01,North York
3068,Toronto C12,219.1,1869300,-2.41,2018-03-01,North York
3069,Toronto C12,218,1859900,-7.98,2018-04-01,North York
3070,Toronto C12,218.4,1863300,-7.73,2018-05-01,North York
3071,Toronto C12,219.6,1873600,-6.63,2018-06-01,North York
3072,Toronto C12,218.4,1863300,-4.34,2018-07-01,North York
3073,Toronto C12,215,1834300,-1.56,2018-08-01,North York
3074,Toronto C12,220.3,1879500,2.04,2018-09-01,North York
3075,Toronto C12,222.4,1897500,3.25,2018-10-01,North York
3076,Toronto C12,220.3,1879500,3.96,2018-11-01,North York
3077,Toronto C12,217.6,1856500,0.65,2018-12-01,North York
3078,Toronto C12,215.7,1840300,-0.55,2019-01-01,North York
3079,Toronto C12,221.3,1888100,1,2019-02-01,North York
3080,Toronto C12,220.9,1884700,0.82,2019-03-01,North York
3081,Toronto C12,222.2,1895800,1.93,2019-04-01,North York
3082,Toronto C12,221,1885500,1.19,2019-05-01,North York
3083,Toronto C12,222.4,1897500,1.28,2019-06-01,North York
3084,Toronto C12,220.8,1883800,1.24,2019-07-01,North York
3085,Toronto C12,219.4,1871900,2.05,2019-08-01,North York
3086,Toronto C12,216.2,1844600,-1.86,2019-09-01,North York
3087,Toronto C12,219.4,1871900,-1.35,2019-10-01,North York
3088,Toronto C12,220.2,1878700,-0.05,2019-11-01,North York
3089,Toronto C12,222.6,1899200,2.3,2019-12-01,North York
3090,Toronto C12,222.7,1900000,3.25,2020-01-01,North York
3091,Toronto C12,225.9,1927300,2.08,2020-02-01,North York
3092,Toronto C12,228.9,1952900,3.62,2020-03-01,North York
3093,Toronto C12,232.9,1987000,4.67,2020-04-01,North York
3094,Toronto C12,232.6,1984500,5.25,2020-05-01,North York
3095,Toronto C12,233.5,1992200,4.99,2020-06-01,North York
3096,Toronto C12,236.2,2015300,6.97,2020-07-01,North York
3097,Toronto C12,238.7,2036600,8.85,2020-08-01,North York
3098,Toronto C12,240.1,2048500,11.05,2020-09-01,North York
3099,Toronto C12,240.7,2053600,9.71,2020-10-01,North York
3100,Toronto C12,239.7,2045100,8.86,2020-11-01,North York
3101,Toronto C12,236.3,2016100,6.11,2020-12-01,North York
3102,Toronto C12,241.8,2063000,8.53,2021-01-01,North York
3103,Toronto C12,248.5,2120200,10.15,2021-02-01,North York
3104,Toronto C12,253.5,2162900,10.89,2021-03-01,North York
3105,Toronto C13,178,656700,9,2015-07-01,North York
3106,Toronto C13,177,651500,9.62,2015-08-01,North York
3107,Toronto C13,180,663700,11.74,2015-09-01,North York
3108,Toronto C13,182,671800,12.27,2015-10-01,North York
3109,Toronto C13,181,668500,10.89,2015-11-01,North York
3110,Toronto C13,181,667400,7.36,2015-12-01,North York
3111,Toronto C13,173,636400,4.29,2016-01-01,North York
3112,Toronto C13,184.8,681700,10.53,2016-02-01,North York
3113,Toronto C13,193.3,713100,15.96,2016-03-01,North York
3114,Toronto C13,198,730400,16.2,2016-04-01,North York
3115,Toronto C13,210.8,777600,20.94,2016-05-01,North York
3116,Toronto C13,213,785800,20.61,2016-06-01,North York
3117,Toronto C13,211.1,778800,18.6,2016-07-01,North York
3118,Toronto C13,204.5,754400,15.86,2016-08-01,North York
3119,Toronto C13,204.8,755500,13.84,2016-09-01,North York
3120,Toronto C13,213.1,786100,17.02,2016-10-01,North York
3121,Toronto C13,219.2,808600,20.97,2016-11-01,North York
3122,Toronto C13,226.2,834500,25.11,2016-12-01,North York
3123,Toronto C13,228.3,827000,28.69,2017-01-01,North York
3124,Toronto C13,235.4,852700,27.66,2017-02-01,North York
3125,Toronto C13,244.8,886700,27.23,2017-03-01,North York
3126,Toronto C13,259.9,941400,32,2017-04-01,North York
3127,Toronto C13,264.4,957700,26.08,2017-05-01,North York
3128,Toronto C13,261.2,945800,23.67,2017-06-01,North York
3129,Toronto C13,253.9,919400,21.72,2017-07-01,North York
3130,Toronto C13,245.3,888200,21.56,2017-08-01,North York
3131,Toronto C13,237.8,861100,17.78,2017-09-01,North York
3132,Toronto C13,234.7,849800,11.39,2017-10-01,North York
3133,Toronto C13,233.9,846900,7.99,2017-11-01,North York
3134,Toronto C13,237.9,861400,6.25,2017-12-01,North York
3135,Toronto C13,239.2,866100,5.28,2018-01-01,North York
3136,Toronto C13,242.4,877700,3.32,2018-02-01,North York
3137,Toronto C13,239.5,867200,-1.88,2018-03-01,North York
3138,Toronto C13,241.4,874100,-6.83,2018-04-01,North York
3139,Toronto C13,241.8,875500,-8.2,2018-05-01,North York
3140,Toronto C13,246.1,891100,-5.78,2018-06-01,North York
3141,Toronto C13,243.5,881700,-4.1,2018-07-01,North York
3142,Toronto C13,240.5,870800,-1.96,2018-08-01,North York
3143,Toronto C13,245.1,887500,3.07,2018-09-01,North York
3144,Toronto C13,250.3,906300,6.65,2018-10-01,North York
3145,Toronto C13,243.9,883100,4.28,2018-11-01,North York
3146,Toronto C13,245,887100,2.98,2018-12-01,North York
3147,Toronto C13,241,872600,0.75,2019-01-01,North York
3148,Toronto C13,245.1,887500,1.11,2019-02-01,North York
3149,Toronto C13,249.1,902000,4.01,2019-03-01,North York
3150,Toronto C13,251.1,909200,4.02,2019-04-01,North York
3151,Toronto C13,252.1,912800,4.26,2019-05-01,North York
3152,Toronto C13,252.7,915000,2.68,2019-06-01,North York
3153,Toronto C13,254.2,920400,4.39,2019-07-01,North York
3154,Toronto C13,256.7,929500,6.74,2019-08-01,North York
3155,Toronto C13,257.6,932800,5.1,2019-09-01,North York
3156,Toronto C13,255.6,925500,2.12,2019-10-01,North York
3157,Toronto C13,256.5,928800,5.17,2019-11-01,North York
3158,Toronto C13,258.6,936400,5.55,2019-12-01,North York
3159,Toronto C13,258.2,934900,7.14,2020-01-01,North York
3160,Toronto C13,261.1,945400,6.53,2020-02-01,North York
3161,Toronto C13,265.8,962400,6.7,2020-03-01,North York
3162,Toronto C13,272.4,986300,8.53,2020-04-01,North York
3163,Toronto C13,283.3,1029300,9.47,2020-05-01,North York
3164,Toronto C13,282.7,1027200,9.45,2020-06-01,North York
3165,Toronto C13,275.4,1000600,6.09,2020-07-01,North York
3166,Toronto C13,278.2,1010800,6.51,2020-08-01,North York
3167,Toronto C13,283.5,1030100,8.21,2020-09-01,North York
3168,Toronto C13,282.2,1025300,8,2020-10-01,North York
3169,Toronto C13,281.3,1022100,7.33,2020-11-01,North York
3170,Toronto C13,276.5,1004600,4.73,2020-12-01,North York
3171,Toronto C13,281.2,1021700,6.52,2021-01-01,North York
3172,Toronto C13,289.7,1052600,8.22,2021-02-01,North York
3173,Toronto C13,301.2,1094400,8.89,2021-03-01,North York
3174,Toronto C14,184,626300,4.36,2015-07-01,North York
3175,Toronto C14,189,641900,4.89,2015-08-01,North York
3176,Toronto C14,189,641600,6.19,2015-09-01,North York
3177,Toronto C14,189,642600,7.75,2015-10-01,North York
3178,Toronto C14,190,644000,6.28,2015-11-01,North York
3179,Toronto C14,184,626600,4,2015-12-01,North York
3180,Toronto C14,187,634700,6.26,2016-01-01,North York
3181,Toronto C14,188.1,639200,6.88,2016-02-01,North York
3182,Toronto C14,196.6,668000,7.79,2016-03-01,North York
3183,Toronto C14,200.9,682700,10.45,2016-04-01,North York
3184,Toronto C14,204.7,695600,12.16,2016-05-01,North York
3185,Toronto C14,202.8,689100,9.39,2016-06-01,North York
3186,Toronto C14,206.5,701700,12.17,2016-07-01,North York
3187,Toronto C14,211.6,719000,12.08,2016-08-01,North York
3188,Toronto C14,218,740800,15.53,2016-09-01,North York
3189,Toronto C14,218.2,741400,15.45,2016-10-01,North York
3190,Toronto C14,223.5,759500,18,2016-11-01,North York
3191,Toronto C14,226.7,770300,23.01,2016-12-01,North York
3192,Toronto C14,228.7,761100,23.76,2017-01-01,North York
3193,Toronto C14,235.8,784800,25.83,2017-02-01,North York
3194,Toronto C14,253.9,845000,29.74,2017-03-01,North York
3195,Toronto C14,270.8,901300,35.4,2017-04-01,North York
3196,Toronto C14,277.4,923200,36.38,2017-05-01,North York
3197,Toronto C14,273.5,894400,36.34,2017-06-01,North York
3198,Toronto C14,262.1,857200,28.29,2017-07-01,North York
3199,Toronto C14,257.9,843400,23.04,2017-08-01,North York
3200,Toronto C14,259.5,848700,20.47,2017-09-01,North York
3201,Toronto C14,255.1,834100,17.83,2017-10-01,North York
3202,Toronto C14,254.5,832200,14.9,2017-11-01,North York
3203,Toronto C14,253.9,830200,12.84,2017-12-01,North York
3204,Toronto C14,250.6,819400,9.53,2018-01-01,North York
3205,Toronto C14,259.5,848500,10.05,2018-02-01,North York
3206,Toronto C14,262.7,859000,3.26,2018-03-01,North York
3207,Toronto C14,266.8,872400,-1.95,2018-04-01,North York
3208,Toronto C14,266.5,871400,-4.17,2018-05-01,North York
3209,Toronto C14,264,863200,-3.47,2018-06-01,North York
3210,Toronto C14,261.9,856400,-0.08,2018-07-01,North York
3211,Toronto C14,264.9,866200,2.71,2018-08-01,North York
3212,Toronto C14,266.5,871400,2.7,2018-09-01,North York
3213,Toronto C14,259.6,848800,1.76,2018-10-01,North York
3214,Toronto C14,261.4,854700,2.71,2018-11-01,North York
3215,Toronto C14,261.7,855700,3.07,2018-12-01,North York
3216,Toronto C14,264.3,864200,5.47,2019-01-01,North York
3217,Toronto C14,268.3,877300,3.39,2019-02-01,North York
3218,Toronto C14,269.6,881500,2.63,2019-03-01,North York
3219,Toronto C14,269.1,879900,0.86,2019-04-01,North York
3220,Toronto C14,274.4,897200,2.96,2019-05-01,North York
3221,Toronto C14,275.8,901800,4.47,2019-06-01,North York
3222,Toronto C14,273.6,894600,4.47,2019-07-01,North York
3223,Toronto C14,274.1,896300,3.47,2019-08-01,North York
3224,Toronto C14,274.8,898500,3.11,2019-09-01,North York
3225,Toronto C14,275.4,900500,6.09,2019-10-01,North York
3226,Toronto C14,274.7,898200,5.09,2019-11-01,North York
3227,Toronto C14,276.8,905100,5.77,2019-12-01,North York
3228,Toronto C14,282.6,924000,6.92,2020-01-01,North York
3229,Toronto C14,287.4,939700,7.12,2020-02-01,North York
3230,Toronto C14,296.6,969800,10.01,2020-03-01,North York
3231,Toronto C14,300.9,983900,11.82,2020-04-01,North York
3232,Toronto C14,297.6,973200,8.45,2020-05-01,North York
3233,Toronto C14,288.6,943800,4.64,2020-06-01,North York
3234,Toronto C14,294.6,963400,7.68,2020-07-01,North York
3235,Toronto C14,293.3,959200,7,2020-08-01,North York
3236,Toronto C14,289.8,947700,5.5,2020-09-01,North York
3237,Toronto C14,285.5,933700,3.67,2020-10-01,North York
3238,Toronto C14,284.1,929100,3.42,2020-11-01,North York
3239,Toronto C14,279.3,913400,0.9,2020-12-01,North York
3240,Toronto C14,283.5,927100,0.32,2021-01-01,North York
3241,Toronto C14,290.2,949000,1.04,2021-02-01,North York
3242,Toronto C14,297.6,973200,0.34,2021-03-01,North York
3243,Toronto C15,189,631900,11.5,2015-07-01,North York
3244,Toronto C15,189,633200,10.12,2015-08-01,North York
3245,Toronto C15,187,625900,9.15,2015-09-01,North York
3246,Toronto C15,189,631200,7.64,2015-10-01,North York
3247,Toronto C15,190,636200,7.94,2015-11-01,North York
3248,Toronto C15,188,629500,6.32,2015-12-01,North York
3249,Toronto C15,189,632200,7.38,2016-01-01,North York
3250,Toronto C15,192.4,643200,8.39,2016-02-01,North York
3251,Toronto C15,199.6,667300,12.32,2016-03-01,North York
3252,Toronto C15,205.5,687000,11.5,2016-04-01,North York
3253,Toronto C15,212.1,709100,13.91,2016-05-01,North York
3254,Toronto C15,217.2,726100,15.35,2016-06-01,North York
3255,Toronto C15,220.9,738500,16.88,2016-07-01,North York
3256,Toronto C15,222.5,743800,17.72,2016-08-01,North York
3257,Toronto C15,219.5,733800,17.32,2016-09-01,North York
3258,Toronto C15,227.3,759900,20.39,2016-10-01,North York
3259,Toronto C15,231.2,772900,21.56,2016-11-01,North York
3260,Toronto C15,231.6,774200,23.06,2016-12-01,North York
3261,Toronto C15,226.9,740400,22.25,2017-01-01,North York
3262,Toronto C15,230.8,753100,22.05,2017-02-01,North York
3263,Toronto C15,242.3,790600,23.62,2017-03-01,North York
3264,Toronto C15,261.3,852600,29.74,2017-04-01,North York
3265,Toronto C15,268.9,877400,29.4,2017-05-01,North York
3266,Toronto C15,267.8,869100,26.32,2017-06-01,North York
3267,Toronto C15,257.3,835000,20.01,2017-07-01,North York
3268,Toronto C15,248.6,806800,14.93,2017-08-01,North York
3269,Toronto C15,248.2,805500,15.76,2017-09-01,North York
3270,Toronto C15,246.4,799700,11.59,2017-10-01,North York
3271,Toronto C15,248.1,805200,10.61,2017-11-01,North York
3272,Toronto C15,246.9,801300,9.78,2017-12-01,North York
3273,Toronto C15,245.1,795400,8.26,2018-01-01,North York
3274,Toronto C15,244.7,794100,6.3,2018-02-01,North York
3275,Toronto C15,245.6,797100,1.49,2018-03-01,North York
3276,Toronto C15,247.5,803200,-5.21,2018-04-01,North York
3277,Toronto C15,248.1,805200,-7.49,2018-05-01,North York
3278,Toronto C15,247.6,803500,-7.54,2018-06-01,North York
3279,Toronto C15,246.1,798700,-4.35,2018-07-01,North York
3280,Toronto C15,247.1,801900,-0.6,2018-08-01,North York
3281,Toronto C15,243.3,789600,-1.97,2018-09-01,North York
3282,Toronto C15,242,785400,-1.79,2018-10-01,North York
3283,Toronto C15,243.8,791200,-1.73,2018-11-01,North York
3284,Toronto C15,242,785400,-1.98,2018-12-01,North York
3285,Toronto C15,240.8,781500,-1.75,2019-01-01,North York
3286,Toronto C15,240.4,780200,-1.76,2019-02-01,North York
3287,Toronto C15,242.9,788300,-1.1,2019-03-01,North York
3288,Toronto C15,245.1,795400,-0.97,2019-04-01,North York
3289,Toronto C15,247.6,803500,-0.2,2019-05-01,North York
3290,Toronto C15,247.8,804200,0.08,2019-06-01,North York
3291,Toronto C15,248.1,805200,0.85,2019-07-01,North York
3292,Toronto C15,247.9,804500,0.32,2019-08-01,North York
3293,Toronto C15,245.4,796400,0.86,2019-09-01,North York
3294,Toronto C15,247.9,804500,2.44,2019-10-01,North York
3295,Toronto C15,249.2,808700,2.21,2019-11-01,North York
3296,Toronto C15,253.2,821700,4.63,2019-12-01,North York
3297,Toronto C15,256.5,832400,6.52,2020-01-01,North York
3298,Toronto C15,262.2,850900,9.07,2020-02-01,North York
3299,Toronto C15,268.6,871700,10.58,2020-03-01,North York
3300,Toronto C15,274.9,892100,12.16,2020-04-01,North York
3301,Toronto C15,274.4,890500,10.87,2020-05-01,North York
3302,Toronto C15,271.5,881100,9.56,2020-06-01,North York
3303,Toronto C15,272.2,883300,9.71,2020-07-01,North York
3304,Toronto C15,273.1,886300,10.17,2020-08-01,North York
3305,Toronto C15,273.2,886600,11.33,2020-09-01,North York
3306,Toronto C15,270.7,878500,9.2,2020-10-01,North York
3307,Toronto C15,266.5,864800,6.99,2020-11-01,North York
3308,Toronto C15,267.6,868400,5.69,2020-12-01,North York
3309,Toronto C15,271.5,881100,5.89,2021-01-01,North York
3310,Toronto C15,278.7,904400,6.33,2021-02-01,North York
3311,Toronto C15,286.5,929700,6.66,2021-03-01,North York
3312,Toronto E01,217,674700,5.54,2015-07-01,Old Toronto
3313,Toronto E01,218,676300,7.88,2015-08-01,Old Toronto
3314,Toronto E01,214,664500,5.89,2015-09-01,Old Toronto
3315,Toronto E01,217,674400,5.6,2015-10-01,Old Toronto
3316,Toronto E01,221,686200,6.56,2015-11-01,Old Toronto
3317,Toronto E01,223,693100,8.04,2015-12-01,Old Toronto
3318,Toronto E01,226,703000,8.39,2016-01-01,Old Toronto
3319,Toronto E01,232.8,723500,9.71,2016-02-01,Old Toronto
3320,Toronto E01,234.2,727900,9.49,2016-03-01,Old Toronto
3321,Toronto E01,238.1,740000,11.05,2016-04-01,Old Toronto
3322,Toronto E01,243.1,755600,13.07,2016-05-01,Old Toronto
3323,Toronto E01,244,758400,11.93,2016-06-01,Old Toronto
3324,Toronto E01,246.3,765500,13.5,2016-07-01,Old Toronto
3325,Toronto E01,244.1,758700,12.18,2016-08-01,Old Toronto
3326,Toronto E01,238.1,740000,11.37,2016-09-01,Old Toronto
3327,Toronto E01,247.8,770200,14.19,2016-10-01,Old Toronto
3328,Toronto E01,261.6,813100,18.53,2016-11-01,Old Toronto
3329,Toronto E01,272.7,847600,22.23,2016-12-01,Old Toronto
3330,Toronto E01,276.7,866100,19.52,2017-01-01,Old Toronto
3331,Toronto E01,283.2,886400,18.69,2017-02-01,Old Toronto
3332,Toronto E01,294,920200,22.19,2017-03-01,Old Toronto
3333,Toronto E01,308.7,966200,25.18,2017-04-01,Old Toronto
3334,Toronto E01,312.4,977800,25.71,2017-05-01,Old Toronto
3335,Toronto E01,320.7,1001400,27.67,2017-06-01,Old Toronto
3336,Toronto E01,307,958600,21.54,2017-07-01,Old Toronto
3337,Toronto E01,300.6,938700,18.91,2017-08-01,Old Toronto
3338,Toronto E01,297.9,930200,19.98,2017-09-01,Old Toronto
3339,Toronto E01,302.9,946000,17.72,2017-10-01,Old Toronto
3340,Toronto E01,300.8,939400,13.34,2017-11-01,Old Toronto
3341,Toronto E01,301.7,942200,9.07,2017-12-01,Old Toronto
3342,Toronto E01,303.9,949100,8.54,2018-01-01,Old Toronto
3343,Toronto E01,309.3,966000,7.36,2018-02-01,Old Toronto
3344,Toronto E01,312.4,975600,3.44,2018-03-01,Old Toronto
3345,Toronto E01,326.5,1019700,3.29,2018-04-01,Old Toronto
3346,Toronto E01,333.7,1042200,4.44,2018-05-01,Old Toronto
3347,Toronto E01,333.1,1040300,3.87,2018-06-01,Old Toronto
3348,Toronto E01,331.2,1034400,7.88,2018-07-01,Old Toronto
3349,Toronto E01,324.2,1012500,7.85,2018-08-01,Old Toronto
3350,Toronto E01,334.1,1043400,11.85,2018-09-01,Old Toronto
3351,Toronto E01,337.2,1053100,11.32,2018-10-01,Old Toronto
3352,Toronto E01,335.8,1048700,11.6,2018-11-01,Old Toronto
3353,Toronto E01,334.4,1044300,10.84,2018-12-01,Old Toronto
3354,Toronto E01,335.1,1046500,10.23,2019-01-01,Old Toronto
3355,Toronto E01,338.6,1057500,9.44,2019-02-01,Old Toronto
3356,Toronto E01,343.6,1073100,9.99,2019-03-01,Old Toronto
3357,Toronto E01,347.6,1085600,6.46,2019-04-01,Old Toronto
3358,Toronto E01,346,1080600,3.69,2019-05-01,Old Toronto
3359,Toronto E01,351,1096200,5.37,2019-06-01,Old Toronto
3360,Toronto E01,348.1,1087100,5.1,2019-07-01,Old Toronto
3361,Toronto E01,355.1,1109000,9.53,2019-08-01,Old Toronto
3362,Toronto E01,353,1102400,5.66,2019-09-01,Old Toronto
3363,Toronto E01,354.6,1107400,5.16,2019-10-01,Old Toronto
3364,Toronto E01,356.2,1112400,6.08,2019-11-01,Old Toronto
3365,Toronto E01,358.9,1120900,7.33,2019-12-01,Old Toronto
3366,Toronto E01,356.7,1114000,6.45,2020-01-01,Old Toronto
3367,Toronto E01,363.1,1134000,7.24,2020-02-01,Old Toronto
3368,Toronto E01,373.9,1167700,8.82,2020-03-01,Old Toronto
3369,Toronto E01,377.2,1178000,8.52,2020-04-01,Old Toronto
3370,Toronto E01,374.2,1165300,8.37,2020-05-01,Old Toronto
3371,Toronto E01,373,1161600,6.45,2020-06-01,Old Toronto
3372,Toronto E01,385.1,1199300,10.82,2020-07-01,Old Toronto
3373,Toronto E01,388.5,1209800,9.62,2020-08-01,Old Toronto
3374,Toronto E01,387.2,1205800,9.91,2020-09-01,Old Toronto
3375,Toronto E01,381.3,1187400,7.77,2020-10-01,Old Toronto
3376,Toronto E01,378.9,1180000,6.58,2020-11-01,Old Toronto
3377,Toronto E01,374.9,1167500,4.69,2020-12-01,Old Toronto
3378,Toronto E01,375.8,1170300,5.56,2021-01-01,Old Toronto
3379,Toronto E01,390.6,1216400,7.75,2021-02-01,Old Toronto
3380,Toronto E01,409.9,1276500,9.78,2021-03-01,Old Toronto
3381,Toronto E02,203,755700,6.74,2015-07-01,Old Toronto
3382,Toronto E02,205,763500,7.34,2015-08-01,Old Toronto
3383,Toronto E02,204,759800,9.87,2015-09-01,Old Toronto
3384,Toronto E02,205,763900,11.12,2015-10-01,Old Toronto
3385,Toronto E02,206,768400,10.45,2015-11-01,Old Toronto
3386,Toronto E02,205,764600,6.99,2015-12-01,Old Toronto
3387,Toronto E02,211,784700,9.52,2016-01-01,Old Toronto
3388,Toronto E02,212.6,792600,12.73,2016-02-01,Old Toronto
3389,Toronto E02,215.2,802300,12.55,2016-03-01,Old Toronto
3390,Toronto E02,216.5,807100,10.8,2016-04-01,Old Toronto
3391,Toronto E02,218.5,814600,8.28,2016-05-01,Old Toronto
3392,Toronto E02,224,835100,10.18,2016-06-01,Old Toronto
3393,Toronto E02,224.5,837000,10.81,2016-07-01,Old Toronto
3394,Toronto E02,220.8,823100,7.87,2016-08-01,Old Toronto
3395,Toronto E02,221.4,825400,8.64,2016-09-01,Old Toronto
3396,Toronto E02,225.2,839500,9.91,2016-10-01,Old Toronto
3397,Toronto E02,232.2,865600,12.72,2016-11-01,Old Toronto
3398,Toronto E02,241.5,900300,17.75,2016-12-01,Old Toronto
3399,Toronto E02,250.1,940400,16.27,2017-01-01,Old Toronto
3400,Toronto E02,255.3,959900,17.65,2017-02-01,Old Toronto
3401,Toronto E02,266.8,1003200,21.38,2017-03-01,Old Toronto
3402,Toronto E02,279.1,1049400,26.06,2017-04-01,Old Toronto
3403,Toronto E02,292.9,1101300,31.11,2017-05-01,Old Toronto
3404,Toronto E02,282.3,1059700,23.6,2017-06-01,Old Toronto
3405,Toronto E02,271.1,1017700,17.87,2017-07-01,Old Toronto
3406,Toronto E02,262.8,986500,15.77,2017-08-01,Old Toronto
3407,Toronto E02,259.5,974100,14.57,2017-09-01,Old Toronto
3408,Toronto E02,260.8,978900,13.84,2017-10-01,Old Toronto
3409,Toronto E02,265.9,998100,12.81,2017-11-01,Old Toronto
3410,Toronto E02,266,998500,8.57,2017-12-01,Old Toronto
3411,Toronto E02,269.7,1012300,8.97,2018-01-01,Old Toronto
3412,Toronto E02,271.6,1019500,8.29,2018-02-01,Old Toronto
3413,Toronto E02,276.5,1037900,4.18,2018-03-01,Old Toronto
3414,Toronto E02,279.7,1049900,1.67,2018-04-01,Old Toronto
3415,Toronto E02,285.7,1072400,-0.28,2018-05-01,Old Toronto
3416,Toronto E02,287.3,1078400,1.77,2018-06-01,Old Toronto
3417,Toronto E02,285.6,1072000,5.35,2018-07-01,Old Toronto
3418,Toronto E02,283.8,1062800,7.83,2018-08-01,Old Toronto
3419,Toronto E02,285.2,1068000,9.61,2018-09-01,Old Toronto
3420,Toronto E02,282.1,1056400,8,2018-10-01,Old Toronto
3421,Toronto E02,275.7,1032400,3.61,2018-11-01,Old Toronto
3422,Toronto E02,277.9,1040700,4.32,2018-12-01,Old Toronto
3423,Toronto E02,279.4,1046300,3.44,2019-01-01,Old Toronto
3424,Toronto E02,286.5,1072900,5.37,2019-02-01,Old Toronto
3425,Toronto E02,291,1089700,5.17,2019-03-01,Old Toronto
3426,Toronto E02,292.8,1096500,4.53,2019-04-01,Old Toronto
3427,Toronto E02,291.3,1090900,1.85,2019-05-01,Old Toronto
3428,Toronto E02,290.9,1089400,1.15,2019-06-01,Old Toronto
3429,Toronto E02,297.2,1112900,3.99,2019-07-01,Old Toronto
3430,Toronto E02,296.4,1109900,4.44,2019-08-01,Old Toronto
3431,Toronto E02,302.4,1132400,6.03,2019-09-01,Old Toronto
3432,Toronto E02,301.7,1129800,6.95,2019-10-01,Old Toronto
3433,Toronto E02,299.4,1121200,8.6,2019-11-01,Old Toronto
3434,Toronto E02,298.8,1118900,7.52,2019-12-01,Old Toronto
3435,Toronto E02,296.8,1111400,6.23,2020-01-01,Old Toronto
3436,Toronto E02,301.4,1128700,5.2,2020-02-01,Old Toronto
3437,Toronto E02,308.7,1156000,6.08,2020-03-01,Old Toronto
3438,Toronto E02,313.1,1172500,6.93,2020-04-01,Old Toronto
3439,Toronto E02,310.5,1162800,6.59,2020-05-01,Old Toronto
3440,Toronto E02,305.2,1143000,4.95,2020-06-01,Old Toronto
3441,Toronto E02,312.4,1169900,5.11,2020-07-01,Old Toronto
3442,Toronto E02,317.2,1187900,7.02,2020-08-01,Old Toronto
3443,Toronto E02,318.8,1193900,5.42,2020-09-01,Old Toronto
3444,Toronto E02,318.3,1192000,5.54,2020-10-01,Old Toronto
3445,Toronto E02,317.3,1188300,5.98,2020-11-01,Old Toronto
3446,Toronto E02,314.9,1179300,5.11,2020-12-01,Old Toronto
3447,Toronto E02,311.3,1165800,4.89,2021-01-01,Old Toronto
3448,Toronto E02,324.5,1215200,7.41,2021-02-01,Old Toronto
3449,Toronto E02,350.5,1312600,13.58,2021-03-01,Old Toronto
3450,Toronto E03,192,591700,12.8,2015-07-01,East York
3451,Toronto E03,191,589600,13.25,2015-08-01,East York
3452,Toronto E03,196,602200,14.39,2015-09-01,East York
3453,Toronto E03,198,609900,14.52,2015-10-01,East York
3454,Toronto E03,204,627200,15.68,2015-11-01,East York
3455,Toronto E03,205,632700,15.59,2015-12-01,East York
3456,Toronto E03,208,640300,16.08,2016-01-01,East York
3457,Toronto E03,210.1,647100,15.06,2016-02-01,East York
3458,Toronto E03,213.6,657900,18.67,2016-03-01,East York
3459,Toronto E03,215.4,663400,16.31,2016-04-01,East York
3460,Toronto E03,216.8,667700,14.17,2016-05-01,East York
3461,Toronto E03,220.8,680100,16.27,2016-06-01,East York
3462,Toronto E03,222.4,685000,15.77,2016-07-01,East York
3463,Toronto E03,221.3,681600,15.62,2016-08-01,East York
3464,Toronto E03,220.9,680400,12.99,2016-09-01,East York
3465,Toronto E03,231.3,712400,16.82,2016-10-01,East York
3466,Toronto E03,236.3,727800,16.06,2016-11-01,East York
3467,Toronto E03,238.4,734300,16.07,2016-12-01,East York
3468,Toronto E03,238.5,733900,16.11,2017-01-01,East York
3469,Toronto E03,248.4,764300,18.45,2017-02-01,East York
3470,Toronto E03,262.9,808900,23.37,2017-03-01,East York
3471,Toronto E03,275.1,846500,28.13,2017-04-01,East York
